customer_state,customer_city,total_orders,total_customers,total_product_revenue,total_freight,total_order_value,avg_order_value
PR,quedas do iguacu,8,7,842.25,188.19,1030.44,128.805
PE,pesqueira,9,9,667.79,362.24,1030.03,114.44777777777777
MT,campo verde,10,10,781.38,248.31,1029.69,102.969
SC,capivari de baixo,5,5,876.89,151.84,1028.73,205.746
ES,sao domingos do norte,7,7,874.4,154.1,1028.5,146.92857142857142
MG,itaobim,6,6,866.91,159.65,1026.56,171.09333333333333
GO,abadiania,1,1,949.99,75.53,1025.52,1025.52
CE,bela cruz,4,4,899.9,124.57,1024.47,256.1175
MG,alvinopolis,11,11,807.06,213.9,1020.96,92.81454545454545
PR,assai,5,5,861.57,158.23,1019.8,203.96
MG,monte santo de minas,9,9,869.28,148.72,1018.0,113.11111111111111
BA,canavieiras,6,6,799.8,217.49,1017.29,169.54833333333335
MG,brazopolis,6,6,856.13,159.37,1015.5,169.25
RJ,california da barra,6,6,871.97,142.53,1014.5,169.08333333333334
MG,sao goncalo do rio abaixo,6,6,802.2,211.23,1013.43,168.905
PI,paulistana,3,3,862.67,150.59,1013.26,337.75333333333333
SP,pedro de toledo,9,9,833.11,179.98,1013.09,112.56555555555556
PR,figueira,4,4,928.78,84.09,1012.87,253.2175
SP,holambra ii,5,5,919.68,93.14,1012.82,202.564
SC,canelinha,4,4,933.94,78.78,1012.72,253.18
SP,boa esperanca do sul,11,11,836.9,175.72,1012.62,92.05636363636364
SC,santa cecilia,6,6,856.22,155.2,1011.42,168.57
SC,palma sola,4,4,938.8,71.75,1010.55,252.6375
SP,taiuva,5,5,881.54,128.59,1010.13,202.026
ES,itarana,3,3,789.37,220.65,1010.02,336.67333333333335
SP,itaju,3,2,927.8,80.57,1008.37,336.12333333333333
PR,sertanopolis,4,4,918.8,89.34,1008.14,252.035
GO,mozarlandia,7,6,806.4,201.64,1008.04,144.00571428571428
MA,paco do lumiar,7,7,766.38,239.55,1005.93,143.7042857142857
RS,candido godoi,1,1,900.0,105.84,1005.84,1005.84
PR,santa fe,5,5,877.8,127.64,1005.44,201.088
RN,sao miguel,4,3,846.86,157.66,1004.52,251.13
SP,capela do alto,3,3,833.99,170.26,1004.25,334.75
GO,itapuranga,7,7,828.78,174.48,1003.26,143.32285714285715
GO,itaja,3,3,902.0,99.9,1001.9,333.96666666666664
MG,grao mogol,3,3,899.8,99.5,999.3,333.1
BA,cansancao,7,5,766.96,231.41,998.37,142.62428571428572
AL,campo alegre,2,1,919.1,78.86,997.96,498.98
RJ,conservatoria,4,4,864.09,133.08,997.17,249.2925
PR,faxinal,9,9,848.05,147.68,995.73,110.63666666666667
SP,guapiacu,6,6,906.98,88.57,995.55,165.925
BA,trancoso,6,6,754.2,240.99,995.19,165.865
RS,sao marcos,9,9,816.42,178.34,994.76,110.52888888888889
MG,bom sucesso,4,4,856.69,138.01,994.7,248.675
SC,bom jesus,2,2,819.89,173.27,993.16,496.58
GO,santo antonio do descoberto,5,5,866.26,126.62,992.88,198.576
SP,miracatu,5,5,863.99,127.82,991.81,198.362
CE,lavras da mangabeira,2,2,827.88,158.58,986.46,493.23
SC,rodeio,7,7,849.66,136.29,985.95,140.85
SP,irapuru,6,6,889.48,95.81,985.29,164.215
SP,julio mesquita,2,2,909.99,74.6,984.59,492.295
RS,julio de castilhos,10,10,787.54,195.5,983.04,98.304
SP,angatuba,8,8,818.75,164.28,983.03,122.87875
PR,cruzeiro do oeste,7,7,825.39,157.11,982.5,140.35714285714286
SP,urania,4,3,885.72,94.57,980.29,245.0725
PR,guaira,7,7,820.48,159.32,979.8,139.97142857142856
BA,arraial d'ajuda,8,8,779.42,196.45,975.87,121.98375
MG,sao goncalo do para,3,3,734.9,240.95,975.85,325.28333333333336
SP,borborema,9,9,842.95,132.6,975.55,108.39444444444445
BA,mairi,2,2,913.0,61.31,974.31,487.155
MG,guaranesia,9,9,805.58,167.25,972.83,108.09222222222222
SC,nova trento,6,6,870.6,101.61,972.21,162.035
GO,santa rita do araguaia,7,7,800.25,171.78,972.03,138.86142857142858
MG,conceicao do rio verde,5,5,825.89,144.26,970.15,194.03
BA,tucano,8,8,748.69,220.89,969.58,121.1975
MG,alpinopolis,7,6,836.68,132.77,969.45,138.49285714285713
MG,novo cruzeiro,9,6,805.78,163.09,968.87,107.65222222222222
MA,grajau,5,4,652.79,312.72,965.51,193.102
PA,goianesia do para,3,3,861.99,102.72,964.71,321.57
PE,moreno,5,5,763.5,196.59,960.09,192.018
MG,arinos,8,8,752.07,207.75,959.82,119.9775
RS,portao,10,10,772.15,187.31,959.46,95.946
RN,sao jose de mipibu,3,3,821.69,134.5,956.19,318.73
PI,amarante,1,1,760.0,193.84,953.84,953.84
SP,santa branca,9,9,763.76,189.59,953.35,105.92777777777778
GO,inaciolandia,3,3,842.99,109.93,952.92,317.64
SP,jacare,8,8,810.04,142.54,952.58,119.0725
MS,alcinopolis,6,4,711.16,241.19,952.35,158.725
RO,espigao do oeste,6,6,706.68,244.49,951.17,158.52833333333334
PE,paudalho,2,2,878.9,71.24,950.14,475.07
PR,cidade gaucha,5,5,798.39,151.71,950.1,190.02
GO,planaltina,10,10,754.24,195.1,949.34,94.934
MA,alto parnaiba,5,5,777.79,170.31,948.1,189.62
TO,tocantinopolis,7,7,731.65,215.63,947.28,135.3257142857143
CE,santana do cariri,3,3,839.8,106.88,946.68,315.56
PR,nova londrina,9,8,743.53,203.03,946.56,105.17333333333333
SP,sao luis do paraitinga,3,3,882.49,63.5,945.99,315.33
MG,resplendor,10,10,739.06,205.54,944.6,94.46
SP,areiopolis,3,3,896.49,47.75,944.24,314.74666666666667
MG,matozinhos,12,12,750.65,193.51,944.16,78.68
MT,barra do bugres,4,3,840.25,103.4,943.65,235.9125
RN,santana do serido,2,2,779.7,163.67,943.37,471.685
MG,marilac,1,1,657.8,284.98,942.78,942.78
MG,rio manso,5,5,815.56,124.12,939.68,187.936
BA,queimadas,4,4,834.45,103.12,937.57,234.3925
SP,aracariguama,10,9,759.75,177.32,937.07,93.707
SP,piquete,9,9,771.09,163.46,934.55,103.83888888888889
SP,nazare paulista,7,6,815.64,118.69,934.33,133.47571428571428
RS,tapes,6,6,797.35,136.91,934.26,155.71
PR,porecatu,9,8,735.42,195.29,930.71,103.41222222222223
MA,sao mateus do maranhao,3,3,710.2,220.5,930.7,310.23333333333335
TO,lagoa da confusao,5,5,699.99,229.75,929.74,185.948
ES,barra de sao francisco,10,9,740.66,188.62,929.28,92.928
ES,mimoso do sul,10,10,745.37,183.52,928.89,92.889
MG,dores do indaia,7,6,744.57,184.29,928.86,132.6942857142857
PR,mambore,8,8,780.24,148.23,928.47,116.05875
GO,campos belos,7,7,788.07,139.46,927.53,132.50428571428571
MA,sao bernardo,3,3,706.79,216.6,923.39,307.7966666666667
MG,brasilia de minas,9,8,671.74,251.18,922.92,102.54666666666667
MG,lagoa formosa,7,7,647.57,274.35,921.92,131.70285714285714
GO,mambai,2,2,816.99,104.91,921.9,460.95
BA,ruy barbosa,7,7,662.96,258.19,921.15,131.59285714285716
MG,datas,1,1,780.0,140.94,920.94,920.94
MG,lima duarte,6,5,764.88,155.98,920.86,153.47666666666666
RS,getulio vargas,8,8,746.61,173.33,919.94,114.9925
PA,santa isabel do para,6,6,741.77,177.8,919.57,153.26166666666666
PB,juru,1,1,890.0,29.38,919.38,919.38
MA,buriticupu,5,4,640.77,278.26,919.03,183.806
SP,guaicara,8,8,767.23,150.33,917.56,114.695
GO,itaguari,1,1,887.0,26.7,913.7,913.7
PR,imbituva,8,7,740.67,172.99,913.66,114.2075
RJ,trajano de moraes,8,8,775.18,137.86,913.04,114.13
RJ,arrozal,3,3,833.89,78.92,912.81,304.27
MG,tarumirim,4,4,775.49,136.76,912.25,228.0625
GO,piranhas,4,3,718.79,193.02,911.81,227.9525
ES,joao neiva,8,8,724.93,186.47,911.4,113.925
SP,ibira,7,7,808.73,102.3,911.03,130.14714285714285
RS,tres coroas,6,6,774.37,136.11,910.48,151.74666666666667
RO,jaru,6,6,660.59,249.67,910.26,151.71
MG,cachoeira do campo,2,2,828.99,80.85,909.84,454.92
BA,boninal,2,2,717.7,192.1,909.8,454.9
SP,lutecia,1,1,887.0,21.84,908.84,908.84
RS,chui,5,4,818.7,89.46,908.16,181.632
RS,cerro largo,7,7,712.87,194.94,907.81,129.68714285714285
PR,mallet,6,6,786.65,120.98,907.63,151.27166666666668
SP,avanhandava,7,7,757.68,147.65,905.33,129.33285714285714
SP,joanopolis,6,4,824.6,79.91,904.51,150.75166666666667
SC,sao joao do sul,2,2,861.0,41.37,902.37,451.185
CE,acopiara,7,7,647.67,254.0,901.67,128.81
CE,varjota,4,4,748.97,152.21,901.18,225.295
PR,carlopolis,6,6,755.4,145.78,901.18,150.19666666666666
SE,sao cristovao,7,7,618.69,281.74,900.43,128.63285714285715
PR,salto do lontra,4,4,766.49,133.62,900.11,225.0275
RS,candiota,4,4,802.7,96.9,899.6,224.9
SP,igarapava,7,7,791.09,105.93,897.02,128.1457142857143
SP,nuporanga,3,3,821.8,73.61,895.41,298.47
MA,icatu,1,1,778.0,114.9,892.9,892.9
MA,santa helena,3,3,649.7,242.44,892.14,297.38
MS,amambai,6,6,751.98,138.71,890.69,148.44833333333332
MS,dois irmaos do buriti,3,3,826.9,63.25,890.15,296.71666666666664
SE,capela,3,2,580.94,308.23,889.17,296.39
SP,jacupiranga,5,5,785.8,99.77,885.57,177.114
BA,ubaira,6,6,704.79,180.12,884.91,147.485
MG,santa rita de caldas,6,6,746.28,135.94,882.22,147.03666666666666
SP,bilac,8,7,710.52,171.39,881.91,110.23875
BA,conde,2,2,819.0,62.52,881.52,440.76
MG,rio paranaiba,9,9,680.27,201.21,881.48,97.94222222222223
PE,lagoa do carro,2,2,746.77,134.01,880.78,440.39
SP,juquia,9,9,710.08,170.01,880.09,97.78777777777778
MA,ze doca,5,5,688.6,190.32,878.92,175.784
BA,barra do choca,3,3,799.0,78.49,877.49,292.49666666666667
SC,ilhota,4,4,749.14,128.08,877.22,219.305
BA,maracas,5,4,703.64,173.45,877.09,175.418
RS,campos borges,3,3,825.89,51.15,877.04,292.3466666666667
SC,papanduva,8,8,669.41,207.24,876.65,109.58125
MG,serro,2,2,837.89,38.73,876.62,438.31
GO,cidade ocidental,8,8,705.38,171.19,876.57,109.57125
MG,sao pedro dos ferros,4,3,763.79,111.94,875.73,218.9325
MT,colniza,3,3,718.97,156.52,875.49,291.83
SP,taguai,10,10,707.34,166.22,873.56,87.356
SC,seara,6,6,730.85,142.49,873.34,145.55666666666667
MG,campina verde,10,10,659.48,209.37,868.85,86.885
GO,guapo,6,6,757.89,110.81,868.7,144.78333333333333
MG,bicas,7,6,727.65,140.9,868.55,124.07857142857142
MG,formoso,2,2,828.99,38.11,867.1,433.55
BA,arataca,1,1,795.0,70.78,865.78,865.78
MG,virgem da lapa,3,3,737.9,126.54,864.44,288.14666666666665
SC,laurentino,5,5,782.41,80.86,863.27,172.654
PR,marmeleiro,7,7,698.44,164.54,862.98,123.28285714285714
CE,jaguaribe,5,5,663.98,197.82,861.8,172.36
TO,araguatins,5,4,681.98,177.92,859.9,171.98
RJ,vila muriqui,7,7,731.76,124.69,856.45,122.35
SP,murutinga do sul,2,2,809.0,46.71,855.71,427.855
SP,bananal,6,6,716.65,139.06,855.71,142.61833333333334
MT,chapada dos guimaraes,4,4,754.8,99.98,854.78,213.695
PE,goiana,9,9,606.93,247.03,853.96,94.88444444444444
BA,itajuipe,3,3,734.49,117.79,852.28,284.0933333333333
PR,morretes,4,4,762.98,85.94,848.92,212.23
SP,paraiso,5,4,770.78,77.96,848.74,169.748
SP,echapora,2,2,787.47,59.78,847.25,423.625
SP,cafelandia,8,7,729.2,117.0,846.2,105.775
SC,presidente getulio,6,6,654.18,191.95,846.13,141.02166666666668
SP,ribeirao bonito,7,7,727.29,118.83,846.12,120.87428571428572
BA,itirucu,3,3,653.28,192.09,845.37,281.79
MA,viana,5,5,622.97,222.17,845.14,169.028
GO,sao joao d'alianca,3,3,743.53,101.33,844.86,281.62
SC,alfredo wagner,2,2,794.8,49.87,844.67,422.335
MG,pedralva,3,3,743.97,100.36,844.33,281.4433333333333
PR,floresta,5,5,729.79,114.3,844.09,168.818
SP,igarata,5,5,764.09,79.78,843.87,168.774
PI,matias olimpio,1,1,600.0,241.4,841.4,841.4
TO,sandolandia,1,1,799.0,42.28,841.28,841.28
MG,carbonita,4,3,755.87,85.25,841.12,210.28
MG,muzambinho,9,8,665.8,174.83,840.63,93.40333333333334
RN,jucurutu,4,4,632.98,206.85,839.83,209.9575
SP,cananeia,8,8,727.66,111.23,838.89,104.86125
SC,catanduvas,6,6,690.79,144.2,834.99,139.165
SP,cabreuva,6,6,720.6,113.52,834.12,139.02
MG,belo oriente,5,5,620.39,212.63,833.02,166.604
GO,firminopolis,7,5,613.49,219.01,832.5,118.92857142857143
BA,morro de sao paulo,1,1,691.96,140.04,832.0,832.0
RS,tres cachoeiras,7,6,646.27,185.15,831.42,118.77428571428571
SP,santa albertina,7,7,686.39,144.03,830.42,118.63142857142857
RS,pejucara,4,4,699.65,130.7,830.35,207.5875
MA,arari,2,2,708.8,119.99,828.79,414.395
PI,piripiri,7,7,537.28,291.28,828.56,118.36571428571429
BA,sao felipe,2,2,747.9,79.11,827.01,413.505
BA,madre de deus,7,7,633.32,193.42,826.74,118.10571428571428
SC,vargem bonita,5,5,710.59,115.68,826.27,165.254
RJ,avelar,4,4,606.0,218.24,824.24,206.06
SC,rio do campo,4,4,674.95,147.3,822.25,205.5625
MT,alto taquari,3,3,750.88,70.29,821.17,273.72333333333336
SC,cunha pora,5,4,645.42,175.53,820.95,164.19
PI,urucui,4,4,638.97,181.29,820.26,205.065
PR,vere,3,3,598.39,219.83,818.22,272.74
BA,coribe,8,6,654.97,161.81,816.78,102.0975
RS,estacao,5,5,704.1,111.12,815.22,163.044
CE,caninde,6,6,645.38,168.82,814.2,135.7
MA,joao lisboa,5,4,612.89,197.82,810.71,162.142
MG,nepomuceno,9,9,610.94,199.74,810.68,90.07555555555555
GO,anicuns,8,8,661.93,147.26,809.19,101.14875
MG,jaboticatubas,1,1,767.3,41.57,808.87,808.87
PE,iati,3,3,628.99,178.25,807.24,269.08
PR,capanema,9,8,602.59,203.39,805.98,89.55333333333333
MG,caetanopolis,8,8,664.57,141.05,805.62,100.7025
RO,alta floresta d'oeste,3,3,669.89,135.61,805.5,268.5
PE,timbauba,7,7,567.67,236.78,804.45,114.92142857142858
PI,oeiras,6,6,553.44,250.47,803.91,133.985
PR,santa helena,9,9,628.15,175.6,803.75,89.30555555555556
RO,nova mamore,2,2,594.9,208.26,803.16,401.58
BA,conceicao da feira,2,2,603.99,198.96,802.95,401.475
SP,sabino,3,3,723.0,79.87,802.87,267.62333333333333
MA,maracacume,4,4,617.18,185.24,802.42,200.605
RS,cacequi,4,4,676.99,124.38,801.37,200.3425
CE,alto santo,3,3,622.89,178.12,801.01,267.00333333333333
RS,barros cassal,3,3,729.0,71.36,800.36,266.7866666666667
MG,piedade de caratinga,7,7,662.07,137.76,799.83,114.26142857142857
MG,jaiba,6,5,683.49,115.55,799.04,133.17333333333335
BA,andorinha,5,5,691.1,106.51,797.61,159.522
SC,abelardo luz,6,6,679.7,117.88,797.58,132.93
BA,medeiros neto,7,6,660.24,137.05,797.29,113.89857142857143
PB,cuite,3,3,678.89,117.62,796.51,265.50333333333333
PR,peabiru,5,5,704.74,89.22,793.96,158.792
PR,santa cruz de monte castelo,4,4,706.22,86.83,793.05,198.2625
RS,rio pardo,5,5,687.88,103.57,791.45,158.29
PR,jaguapita,1,1,759.05,31.63,790.68,790.68
RJ,sapucaia,5,5,648.74,141.36,790.1,158.02
MG,divisa nova,1,1,689.9,98.81,788.71,788.71
SP,catigua,6,6,668.57,119.95,788.52,131.42
SP,sao bento do sapucai,7,7,630.54,157.52,788.06,112.58
BA,miguel calmon,5,5,616.64,171.17,787.81,157.562
SC,guabiruba,5,5,688.78,98.03,786.81,157.362
SP,cajuru,9,9,643.76,142.98,786.74,87.41555555555556
RJ,carapebus,5,5,696.97,89.55,786.52,157.304
MG,campanha,7,7,598.79,187.48,786.27,112.32428571428571
CE,solonopole,2,2,729.89,55.85,785.74,392.87
PR,corbelia,3,3,733.8,51.42,785.22,261.74
BA,sobradinho,5,5,592.69,191.05,783.74,156.748
SC,sao joao do itaperiu,1,1,755.99,26.75,782.74,782.74
BA,ribeira do pombal,8,8,618.19,164.17,782.36,97.795
ES,bom jesus do norte,4,4,699.89,81.96,781.85,195.4625
GO,santa cruz de goias,2,2,709.0,70.69,779.69,389.845
SP,dumont,4,4,714.7,64.94,779.64,194.91
MG,tocantins,6,6,681.38,97.11,778.49,129.74833333333333
MA,maioba,3,3,708.79,69.28,778.07,259.3566666666667
BA,livramento de nossa senhora,5,5,655.54,122.03,777.57,155.514
PR,terra boa,4,4,683.79,89.63,773.42,193.355
MA,matoes do norte,2,2,698.9,73.38,772.28,386.14
MA,esperantinopolis,3,3,640.61,130.8,771.41,257.13666666666666
PE,belem do sao francisco,2,2,654.5,116.52,771.02,385.51
PR,terra rica,7,7,644.67,124.96,769.63,109.94714285714285
CE,barro,4,4,621.89,147.13,769.02,192.255
RS,cidreira,5,5,656.12,112.9,769.02,153.804
BA,urandi,2,2,707.94,59.87,767.81,383.905
SP,guaracai,5,4,541.49,225.62,767.11,153.422
RS,santo cristo,7,7,609.45,156.73,766.18,109.45428571428572
MT,jauru,5,5,613.79,149.07,762.86,152.572
SP,colina,9,8,608.68,153.57,762.25,84.69444444444444
CE,guaiuba,2,1,695.0,67.05,762.05,381.025
PA,garrafao do norte,3,3,662.89,99.11,762.0,254.0
RJ,santa isabel do rio preto,1,1,739.9,21.92,761.82,761.82
RN,itau,2,2,666.8,94.57,761.37,380.685
BA,abrantes,2,2,678.0,83.36,761.36,380.68
SC,palmitos,5,5,667.9,93.08,760.98,152.196
SP,nova europa,8,8,634.44,126.45,760.89,95.11125
SP,paranapanema,11,10,560.45,199.26,759.71,69.06454545454545
RN,macaiba,5,5,574.44,182.73,757.17,151.434
CE,marco,3,3,582.6,174.16,756.76,252.25333333333333
RS,nova hartz,3,3,618.88,136.34,755.22,251.74
GO,jaragua,7,7,610.67,144.4,755.07,107.86714285714285
MA,cururupu,3,3,629.26,125.41,754.67,251.55666666666667
GO,bela vista de goias,7,7,608.66,144.69,753.35,107.62142857142857
RS,pedro osorio,3,3,692.45,60.53,752.98,250.99333333333334
PE,custodia,5,5,584.88,167.29,752.17,150.434
MG,perdoes,9,8,603.88,148.13,752.01,83.55666666666667
PR,ubirata,7,7,582.18,169.25,751.43,107.34714285714286
SP,lindoia,9,9,606.03,145.31,751.34,83.48222222222222
RN,acu,3,3,613.08,136.51,749.59,249.86333333333334
MG,conceicao do para,3,3,694.99,54.56,749.55,249.85
RO,rolim de moura,7,7,465.05,283.1,748.15,106.87857142857143
MG,mateus leme,9,9,574.27,172.33,746.6,82.95555555555555
RJ,comendador levy gasparian,7,7,603.69,142.87,746.56,106.65142857142857
SC,sao ludgero,3,3,673.32,73.19,746.51,248.83666666666667
PA,capanema,4,4,497.88,248.38,746.26,186.565
MS,mundo novo,3,3,667.99,77.77,745.76,248.58666666666667
SP,nhandeara,8,8,630.26,115.06,745.32,93.165
RS,barra do ribeiro,5,5,553.78,189.11,742.89,148.578
PR,manoel ribas,4,4,631.65,110.67,742.32,185.58
RS,morro reuter,3,3,627.34,114.06,741.4,247.13333333333333
PR,pirai do sul,6,6,601.29,139.69,740.98,123.49666666666667
SE,propria,4,4,483.89,256.86,740.75,185.1875
SP,taquarivai,3,3,674.89,64.01,738.9,246.3
CE,guaraciaba do norte,4,4,605.15,133.0,738.15,184.5375
BA,morro do chapeu,7,7,557.57,180.27,737.84,105.40571428571428
SP,santa cruz das palmeiras,9,9,580.59,155.92,736.51,81.83444444444444
MA,cantanhede,1,1,689.0,46.85,735.85,735.85
RS,horizontina,7,7,576.54,159.01,735.55,105.07857142857142
RN,santa cruz,4,4,522.74,211.96,734.7,183.675
MS,camapua,6,6,621.29,113.05,734.34,122.39
MG,frei inocencio,5,5,644.29,89.6,733.89,146.778
PE,tracunhaem,2,2,677.99,55.71,733.7,366.85
TO,miranorte,2,2,635.9,97.52,733.42,366.71
MS,bataguassu,5,5,613.0,119.92,732.92,146.584
SP,maristela,4,4,639.32,92.1,731.42,182.855
SC,passo de torres,7,7,587.99,143.27,731.26,104.46571428571428
BA,rio do pires,4,3,552.8,178.45,731.25,182.8125
MG,morada nova de minas,3,3,658.89,71.48,730.37,243.45666666666668
MG,monte azul,5,5,619.9,109.98,729.88,145.976
RS,sao jeronimo,7,7,569.75,159.59,729.34,104.19142857142857
MG,itambacuri,6,6,601.77,126.12,727.89,121.315
SE,graccho cardoso,1,1,610.0,113.72,723.72,723.72
PA,hidreletrica tucurui,3,3,564.78,156.7,721.48,240.49333333333334
PE,sirinhaem,5,5,571.88,148.35,720.23,144.046
PB,sao bento,3,3,579.89,140.32,720.21,240.07
MS,juti,4,4,631.79,87.69,719.48,179.87
RO,ouro preto do oeste,4,4,437.49,280.99,718.48,179.62
CE,senador pompeu,4,4,585.94,132.17,718.11,179.5275
MT,nova mutum,5,5,571.38,144.29,715.67,143.134
SP,guaranta,5,5,569.29,145.72,715.01,143.002
SP,apiai,6,6,547.57,167.37,714.94,119.15666666666667
MG,conceicao dos ouros,4,4,632.78,82.14,714.92,178.73
RS,pinheiro machado,5,5,542.89,170.42,713.31,142.662
SC,petrolandia,5,3,589.85,122.2,712.05,142.41
PE,surubim,5,5,546.87,164.35,711.22,142.244
MG,santa cruz de minas,5,4,578.89,131.5,710.39,142.078
PA,breves,1,1,609.0,101.19,710.19,710.19
BA,itororo,2,2,619.2,90.17,709.37,354.685
MG,rio acima,8,8,513.66,195.57,709.23,88.65375
MG,rio pardo de minas,5,5,597.69,110.8,708.49,141.698
SP,morungaba,7,7,582.69,125.63,708.32,101.18857142857142
PR,paulo frontin,5,4,560.9,146.5,707.4,141.48
MG,lagoa dourada,5,5,586.78,120.52,707.3,141.46
PR,itaperucu,4,4,635.84,71.36,707.2,176.8
CE,paraipaba,5,4,558.97,147.57,706.54,141.308
CE,paracuru,4,4,550.89,155.03,705.92,176.48
SP,bady bassitt,7,7,594.7,111.0,705.7,100.81428571428572
CE,itaitinga,4,4,606.89,97.28,704.17,176.0425
MA,urbano santos,5,4,501.79,202.2,703.99,140.798
MG,jequitiba,2,2,636.9,66.96,703.86,351.93
MA,itapecuru mirim,4,4,552.97,149.98,702.95,175.7375
PR,guaraci,2,2,651.9,50.06,701.96,350.98
RS,sao jose do norte,7,7,548.5,153.28,701.78,100.25428571428571
PE,limoeiro,7,7,511.59,189.62,701.21,100.17285714285714
CE,granja,5,5,460.68,239.62,700.3,140.06
MG,carmo de minas,3,3,643.96,55.57,699.53,233.17666666666668
MG,juatuba,4,4,607.9,91.43,699.33,174.8325
MG,baldim,2,2,650.99,48.05,699.04,349.52
SC,campo ere,7,7,560.6,137.39,697.99,99.71285714285715
SP,fernando prestes,6,6,591.48,105.1,696.58,116.09666666666666
MS,sao gabriel do oeste,7,7,526.72,169.22,695.94,99.42
RS,sao sepe,6,6,544.35,151.36,695.71,115.95166666666667
PE,floresta,6,5,454.58,240.11,694.69,115.78166666666667
MG,medina,6,6,579.19,115.21,694.4,115.73333333333333
MG,santo antonio do jacinto,8,8,505.49,188.07,693.56,86.695
AL,rio largo,6,6,562.71,130.33,693.04,115.50666666666666
MG,aguas vermelhas,3,3,574.58,118.31,692.89,230.96333333333334
RJ,silva jardim,4,4,567.59,123.68,691.27,172.8175
MG,mario campos,3,3,618.64,72.26,690.9,230.3
RS,porto xavier,5,5,564.46,125.72,690.18,138.036
MG,ibiai,3,3,556.89,133.06,689.95,229.98333333333332
BA,coronel joao sa,3,3,587.99,101.72,689.71,229.90333333333334
SE,poco verde,4,4,447.8,241.51,689.31,172.3275
AL,mar vermelho,2,1,519.98,169.04,689.02,344.51
SC,sao carlos,5,5,500.38,188.19,688.57,137.714
GO,castelandia,5,4,554.98,133.43,688.41,137.682
SC,maravilha,9,9,497.17,189.43,686.6,76.28888888888889
MG,jeceaba,6,5,544.23,139.28,683.51,113.91833333333334
ES,marechal floriano,5,5,559.64,121.74,681.38,136.276
PE,jaqueira,3,3,578.99,100.18,679.17,226.39
MG,campos gerais,5,5,544.06,135.11,679.17,135.834
PE,arcoverde,5,5,515.8,161.6,677.4,135.48
MG,jequeri,1,1,655.0,21.84,676.84,676.84
RS,vera cruz,4,3,579.98,96.12,676.1,169.025
PI,canto do buriti,1,1,599.5,75.33,674.83,674.83
SP,salto grande,1,1,640.0,34.34,674.34,674.34
RS,candelaria,4,4,573.39,99.71,673.1,168.275
PR,perola d'oeste,2,2,619.9,52.85,672.75,336.375
RS,soledade,5,5,568.79,102.87,671.66,134.332
SP,lagoinha,3,3,605.98,62.75,668.73,222.91
BA,ubaitaba,4,4,517.23,150.7,667.93,166.9825
RS,antonio prado,5,4,554.2,113.37,667.57,133.514
PE,jupi,2,2,604.9,61.96,666.86,333.43
SC,palmeira,3,3,626.9,38.98,665.88,221.96
RJ,rio das flores,6,6,558.68,107.01,665.69,110.94833333333334
MT,nova bandeirantes,4,4,548.51,117.02,665.53,166.3825
PR,ribeirao claro,5,5,492.69,171.11,663.8,132.76
PR,nova aurora,3,3,575.89,86.08,661.97,220.65666666666667
MA,fortuna,3,3,523.89,138.03,661.92,220.64
MA,sao bento,2,2,569.0,92.03,661.03,330.515
BA,capim grosso,5,5,547.89,112.89,660.78,132.156
SP,rafard,5,5,556.4,103.06,659.46,131.892
PR,iguaracu,2,1,525.7,133.5,659.2,329.6
PR,bela vista do paraiso,3,3,515.49,143.0,658.49,219.49666666666667
SP,valparaiso,8,8,506.92,151.57,658.49,82.31125
ES,conceicao do castelo,5,5,507.83,150.17,658.0,131.6
PR,teixeira soares,1,1,545.69,112.23,657.92,657.92
RJ,ipiabas,4,3,568.87,88.85,657.72,164.43
GO,orizona,6,6,546.81,110.27,657.08,109.51333333333334
SP,paulo de faria,5,5,588.58,67.9,656.48,131.296
AL,belem,3,2,568.99,87.48,656.47,218.82333333333332
